Date,Description,Amount,Type,Label
2025-05-02,upi/paytm-mygate@pt/payment from ph/yes bank limite/892905853977/pytm5050 2805846406332417xxxxxxxxxx x ,-4334.0,DEBIT,Expense
2025-05-02,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/291576696842/ybl71b307 1ffb4f4a3eac7272625708f8e6 ,-70.0,DEBIT,Expense
2025-05-02,upi/apollopharmacyo/payme nt for 172/yes bank limite/944586916809/yblc43c37 5e40e749c1a575d1c7cac93273 ,-360.0,DEBIT,Expense
2025-05-01,upi/zeptonow.cf@axi/home/axis bank/242539531215/axi271abc2 33dc64f34891c331859b1919e/ ,-322.0,DEBIT,Expense
2025-05-01,upi/pureonatural.63/payment from ph/hdfc bank ltd/708085920329/axl42f5970d5 94f437193359ee8b89e1bfd/ ,-490.0,DEBIT,Expense
2025-05-01,upi/q977934693@ybl/payment from ph/yes bank limite/559147425964/yblb3c586 8ab6764329a8f67fb04bf883a0/ ,-1200.0,DEBIT,Expense
2025-04-30,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/624082991964/ybl7b86b1 563c4d4213980c5f1f950b0d10 ,-225.0,DEBIT,Expense
2025-04-30,upi/q777806380@ybl/payment from ph/yes bank limite/573818857790/yblbe5c8c 02523549c8905c12ea4a9379b4/ ,-395.0,DEBIT,Expense
2025-04-30,upi/q887770039@ybl/payment from ph/yes bank limite/237102785027/yble6d01f 5b1c5c4f1095c879c7cd07e82b/ ,-236.0,DEBIT,Expense
2025-04-29,bil/neft/icicn120250429781825 24/funding company/chenna ai /idfc ,-150000.0,DEBIT,Savings
2025-04-29,upi/friendsfactory1/payment from ph/icici bank ltd /966301658194/axlb4472d70a164 4b27b363d3f2737651e8 ,-175.0,DEBIT,Expense
2025-04-29,upi/paytm.s1ao05h@p/payment from ph/yes bank pty/169773925206/axl5fdc67958 f69410db2dd8357bb75c358/ ,-50.0,DEBIT,Expense
2025-04-29,upi/q977934693@ybl/payment from ph/yes bank limite/057604406512/yblc3142f0 943da45d39a23b9a4ccd2bce5/ ,-1200.0,DEBIT,Expense
2025-04-29,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/260908513271/ybl4cc53b 46d74148deb9abb8ee4d497ee7 ,-16.0,DEBIT,Expense
2025-04-29,upi/q193559501@ybl/payment from ph/yes bank limite/034217544252/ybl809bc9f be44e463db072f0a60de69212/ ,-65.0,DEBIT,Expense
2025-04-29,upi/dineshagouddine/payment from ph/state bank of i/933172055419/axl0fb5f90661b4 4205a1d8975be9649bf4 ,-30.0,DEBIT,Expense
2025-04-29,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/301686812765/ybld92471 07c26d448d9f63000f1db28c20 ,-180.0,DEBIT,Expense
2025-04-29,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/775142168217/ybl7d7202 0f1be24c6e82ace0117f666d01 ,-16.0,DEBIT,Expense
2025-04-29,bil/001003386234/icici bank credit ca/431581169577 ,-73640.94,DEBIT,Savings
2025-04-29,277813009720: closure proceeds ,200397.0,CREDIT,Income
2025-04-28,upi/indianoilcorpor/collect/hdf c bank ltd/100442075503/hdf1ce02305 3835400c9db2e1d411c45ea7/ ,-647.0,DEBIT,Expense
2025-04-28,upi/q260222364@ybl/payment from ph/yes bank limite/173411654338/ybl629c7f4 9ba7f4a3e93f58a9011965f8d/ ,-20.0,DEBIT,Expense
2025-04-28,upi/q887770039@ybl/payment from ph/yes bank limite/910897342690/ybl85d999 33741b48f7a8a3b8f530e51537/ ,-147.0,DEBIT,Expense
2025-04-28,upi/q887770039@ybl/payment from ph/yes bank limite/436409642783/ybl07d267 d47fda47d0a208924e76d929be/ ,-137.0,DEBIT,Expense
2025-04-28,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/834565240862/axl9fe2cf3 31897474590d27e10f6192aa7 ,-16.0,DEBIT,Expense
2025-04-28,upi/q193559501@ybl/payment from ph/yes bank limite/136052365681/yblaaf490 5f59594e5a84ef372b07fc89ad/ ,-40.0,DEBIT,Expense
2025-04-28,upi/gpay-1125557268/payment from ph/axis bank/022496867500/ybl6cde19f 32e334999846bd39bc9b60b14/ ,-90.0,DEBIT,Expense
2025-04-28,upi/q438983238@ybl/payment from ph/yes bank limite/041673413152/yblcb834b cc20f94b8ab1f182741478bbf4/ ,-120.0,DEBIT,Expense
2025-04-28,upi/gpay-1124783171/payment from ph/axis bank/470831120295/axl454a163 d94994ae9acc9e4f3d7202ce2/ ,-280.0,DEBIT,Expense
2025-04-28,upi/vyapar.16832290/payment from ph/hdfc bank ltd/286307968629/axl2bad1a64 7c8747aaa966dcf4d3d60844/ ,-40.0,DEBIT,Expense
2025-04-28,upi/paytm-83568955@/payment from ph/yes bank limite/751830481637/yblc43acd b0d0224d2a841aeecdac4f1f01 ,-348.0,DEBIT,Expense
2025-04-28,upi/paytmqr5dctnp@p/payment from ph/yes bank limite/078164916304/axl071907 d84d2c435f9511ef7ccfd2bc32 ,-60.0,DEBIT,Expense
2025-04-28,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/857501779338/axl155c6e 27221641428c9d61bf25856418 ,-16.0,DEBIT,Expense
2025-04-28,upi/q193559501@ybl/payment from ph/yes bank limite/261831614981/ybl40ff63e 293944e9a9834277163d0fb69/ ,-40.0,DEBIT,Expense
2025-04-28,clg/chenna ai tech solutions/idfc ,-300000.0,DEBIT,Savings
2025-04-27,upi/zeptomarketplac/zeptomark etplac/airtel payments/511719131119/air1q o6ryplhlwuvznt6318529074qp ay02 ,-410.0,DEBIT,Income
2025-04-26,upi/9500352269@axl/payment from ph/karur vysa bank/008555265979/axl293154ff adc34ebaa3d3d3d452ba53be/ ,-10000.0,DEBIT,Expense
2025-04-24,upi/q977934693@ybl/payment from ph/yes bank limite/328402597455/ybla30e64 25fe0e4f27930ea7ccb0c645c7/ ,-2400.0,DEBIT,Expense
2025-04-24,upi/k.jaga142@ybl/payment from ph/union bank of i/808559603008/yble41a7049f257 460abc3739ce2a10a686/ ,-2000.0,DEBIT,Expense
2025-04-24,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/872699122374/axl7572cd 92720b494f9605b9ac788ddc68 ,-17.0,DEBIT,Expense
2025-04-24,upi/q382887128@ybl/payment from ph/yes bank limite/613230638539/yblf1c276f c3969408c8b02d22a8948ffa9/ ,-103.0,DEBIT,Expense
2025-04-24,upi/paytm-blinkit@p/blinkit payment/yes bank limite/112300609124/pytm5042 4804677702274049xxxxxxxxxx x ,-274.0,DEBIT,Expense
2025-04-24,upi/q260222364@ybl/payment from ph/yes bank limite/484510742822/ybl3a45da 3ab2604042a3a029983e781f87/ ,-40.0,DEBIT,Expense
2025-04-24,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/934091719429/axle90d7e d5491346228d6a5efa92500622 ,-16.0,DEBIT,Expense
2025-04-24,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/196206786802/axl9099eb 0eb9b943708c1d7114630d29f9 ,-70.0,DEBIT,Expense
2025-04-24,upi/paytm-83568955@/payment from ph/yes bank limite/362828393509/axl9a9da8 ceca5544649a106c06910c5aa2 ,-360.0,DEBIT,Expense
2025-04-24,upi/q193559501@ybl/payment from ph/yes bank limite/051377991118/ybla92638 fa2cb54feea9724cdd8835afc9/ ,-20.0,DEBIT,Expense
2025-04-24,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/091147981324/yblb8fc654 009b440599d3b9711504e32cf ,-16.0,DEBIT,Expense
2025-04-23,upi/paytm-onlineleg/payment from ph/yes bank limite/456772322933/axl670e1c 48fd014553aa918b9bd4f08df9 ,-2386.84,DEBIT,Expense
2025-04-23,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/211210543008/axl112d1d f454824dd7a3fffe962b364ec2 ,-60.0,DEBIT,Expense
2025-04-23,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/031778699138/axlbde694 0baaa643bfbac1f034517a1f2d ,-224.0,DEBIT,Expense
2025-04-23,upi/q193559501@ybl/payment from ph/yes bank limite/922650345244/ybl91e54c b68b1942f594f5db7de855e17e/ ,-20.0,DEBIT,Expense
2025-04-23,upi/paytmqr6cu3by@p/payment from ph/yes bank limite/175340703817/axle127a1 ca1336458782da412376a7a054 ,-16.0,DEBIT,Expense
2025-04-23,277810004852: closure proceeds ,200315.0,CREDIT,Income
2025-04-22,upi/nextgigstampsan/paymen t from ph/hdfc bank ltd/824960060223/axl2966713b 60e64cbeb3f3a1d03f6f3d82/ ,-350.0,DEBIT,Expense
2025-04-22,upi/q519134844@ybl/payment from ph/yes bank limite/423997374992/yblbbf4f3f 2c30c4429afae999e275c7943/ ,-80.0,DEBIT,Expense
2025-04-22,upi/success.door@sb/payment from ph/state bank of i/908646517424/axl60968b8f0944 486cb42b34098024fbf8 ,-1000.0,DEBIT,Expense
2025-04-21,upi/zeptomarketplac/home/axis bank/068363253265/yblb39b915 969714299a3f2386c1a382cea/ ,-610.0,DEBIT,Expense
2025-04-20,upi/bharatpe.900701/pay to bharatpe/federal bank/643754530912/ybladb4b23 c7541413b8ca6a50944b6a91f/ ,-50.0,DEBIT,Income
2025-04-20,upi/q977934693@ybl/payment from ph/yes bank limite/973249189658/ybl4dd7e2 a0bc3945faa6088404a60efada/ ,-2400.0,DEBIT,Expense
2025-04-20,upi/dmartready.4263/payment from ph/hdfc bank ltd/641109896371/plutusdqr0 0000000000027531280030701/ ,-1027.0,DEBIT,Expense
2025-04-20,upi/q883034966@ybl/payment from ph/yes bank limite/038177771821/ybldf28e8 a1f24d49c79fbdd51ea28144f0/ ,-426.26,DEBIT,Expense
2025-04-20,upi/bharatpe.9v0f0x/pay to bharatpe/federal bank/477065681159/axl8305b2d b74e9479c8f7bbbcac12a0da5/ ,-10.0,DEBIT,Income
2025-04-20,upi/gpay-1124432663/payment from ph/axis bank/909486716568/yblc7f8d75 734b04531a84b65b8ae81657e/ ,-300.0,DEBIT,Expense
2025-04-20,upi/q442082718@ybl/payment from ph/yes bank limite/474901908919/ybl5f0f7e2 c2c3e4e9782d0a3f35ffcf5a8/ ,-150.0,DEBIT,Expense
2025-04-20,upi/paytm.s1aqtlj@p/payment from ph/yes bank pty/583768946683/ybl75431be5 7dfb46f79303bb824d00a259/ ,-70.0,DEBIT,Expense
2025-04-20,upi/paytm.s1aqtlj@p/payment from ph/yes bank pty/506608632751/axl9e5a9204 204741388f3052147783431a/ ,-50.0,DEBIT,Expense
2025-04-20,upi/bharatpe.9v0f0x/pay to bharatpe/federal bank/509470173431/ybl94902da 8d307442eb58891c8dec0b152/ ,-55.0,DEBIT,Income
2025-04-19,upi/9849620097999@y/payment from ph/state bank of i/991528015056/ybl3b6e93c1376 340b8a79cefd9932ca29f ,-105.0,DEBIT,Expense
2025-04-19,upi/apollopharmacyo/payme nt for 172/yes bank limite/549294314713/yblaf4aac5 14ce64e7cb8db962f4ac16fe1 ,-360.0,DEBIT,Expense
2025-04-19,upi/q700785282@ybl/payment from ph/yes bank limite/309687204593/yblf23399 a193124053a75e24fb22779af4/ ,-16.0,DEBIT,Expense
2025-04-19,upi/vyapar.16832290/payment from ph/hdfc bank ltd/113983831845/ybl75a15c89 5a4d44bea9d476850f79a725/ ,-40.0,DEBIT,Expense
2025-04-19,upi/paytmqr57p80w@p/payment from ph/yes bank limite/693138484539/axl360210 70ca9e440ea7e1f303557274a8 ,-15.0,DEBIT,Expense
2025-04-19,upi/paytmqr28100505/payment from ph/yes bank limite/905084165389/axl070945 6dba5d4cc09fea402189ae35ad ,-628.0,DEBIT,Expense
2025-04-19,upi/mcdonalds.41442/generating dyna/hdfc bank ltd/336423223576/plutusdqr0 0000000000000000412269708/ ,-209.01,DEBIT,Income
2025-04-19,upi/q904774523@ybl/payment from ph/yes bank limite/102830072696/ybld525f5c 0a4864f9096057e0f92150d3d/ ,-15.0,DEBIT,Expense
2025-04-19,upi/sai6726@ibl/payment from ph/bank of baroda/936098413338/axldbd1 c7a0f09242548eb03208aa7c2831/ ,-25.0,DEBIT,Expense
2025-04-19,upi/paytmqr6ay9o7@p/payment from ph/yes bank limite/225921320897/axl359558 9b2a8342ebb88aeea97a84e613 ,-10.0,DEBIT,Expense
2025-04-19,upi/paytmqr6b1p9g@p/payment from ph/yes bank limite/532373047925/axl9dbced 5cc6894cae9786b6adac35d829 ,-16.0,DEBIT,Expense
2025-04-19,upi/paytmqr6ay9o7@p/payment from ph/yes bank limite/314772462368/axl7817db 53c205438bb351f3df3906b1b9 ,-20.0,DEBIT,Expense
2025-04-19,upi/paytmqr6ay9o7@p/payment from ph/yes bank limite/659473402174/ybl5ab022 5b800b469da330427f2b693caf ,-50.0,DEBIT,Expense
2025-04-19,upi/9246199188@okbi/payment from ph/axis bank/724163814961/axld0506d6 d51904d67a5ecb05da50bccdb/ ,-1400.0,DEBIT,Expense
2025-04-18,upi/paytmqr67n6ms@p/payment from ph/yes bank limite/761074522207/ybl47e66d a963114db8bb291462d161664f ,-70.0,DEBIT,Expense
2025-04-16,upi/paytm-64646105@/payment to apol/yes bank limite/593985220196/pytm5041 6806161008196613xxxxxxxxxx x ,-355.5,DEBIT,Expense
2025-04-16,upi/swiggydash@axl/payment from ph/axis bank/911156606965/axl21449eb cc2814ab09a4ca2718fe8d038/ ,-345.0,DEBIT,Expense
2025-04-16,upi/swiggydash@ybl/payment for 227/yes bank limite/758823005584/yblf0e580 2bc9194e2494892a60bf09e394/ ,-257.0,DEBIT,Expense
2025-04-15,upi/paytm.s1ao05h@p/payment from ph/yes bank pty/194911358200/axlb41cb78b 4b7348659e3e54ca058a27ed/ ,-50.0,DEBIT,Expense
2025-04-15,upi/paytmqr5dbc2n@p/payment from ph/yes bank limite/657672157721/axlfec7181 19c9e467bb4e9f1810a686538 ,-224.0,DEBIT,Expense
2025-04-15,upi/q977934693@ybl/payment from ph/yes bank limite/829011741892/ybl4c5bd2 38c5d44e05b314b484a7cdd039/ ,-2400.0,DEBIT,Expense
2025-04-15,ach/mothersonsumiwirin/00 000000000004871592 ,24.5,CREDIT,Income
2025-04-14,upi/q448435828@axl/payment from ph/axis bank/279931784454/axl51ce6de 3ccad41fcadec208fd59f1ffb/ ,-300.0,DEBIT,Expense
2025-04-14,upi/apollopharmacyo/payme nt for 172/axis bank/232976158319/axldf146f4f 79c44436b98884b1bdd94d24/ ,-501.25,DEBIT,Expense
2025-04-14,upi/blinkit.payu@hd/upiintent/hdf c bank ltd/754290610143/pppl2316412 890414042514235167fccd1f/ ,-627.0,DEBIT,Expense
2025-04-13,upi/bharatpe.9v0f0x/pay to bharatpe/federal bank/420304061081/axl87801ee 9f9604215a3440667ebfdece3/ ,-45.0,DEBIT,Income
2025-04-13,upi/paytm.s1dmeh1@p/payment from ph/yes bank pty/159774315481/axla6743866 2be24f9b8182decff6c0d095/ ,-180.0,DEBIT,Expense
2025-04-13,upi/paytm.s1dmeh1@p/payment from ph/yes bank pty/425687138458/axlc955783a 0960464c82c7628a802529f9/ ,-314.0,DEBIT,Expense
2025-04-12,upi/paytm-83522293@/payment from ph/yes bank limite/659224078705/axle370fa 980d234f7483a90c4aefec825f ,-360.0,DEBIT,Expense
2025-04-12,upi/9515362603@ibl/upi/airtel payments/546892407336/ici4c4 90d28980a4e869a0756e48cf18277 / ,-110.0,DEBIT,Income
2025-04-10,upi/swiggydash@axl/payment for 227/axis bank/192551104737/axlac4688a c0ead497eb7c455f717473bd7/ ,-640.0,DEBIT,Expense
2025-04-09,upi/gpay-1125332555/payment from ph/axis bank/652789149413/axlbe0aa2e 6b5a345e296986274b72353d5/ ,-105.0,DEBIT,Expense
2025-04-09,upi/q977934693@ybl/payment from ph/yes bank limite/795161459024/ybl909107 58483948e8888d47915135b963/ ,-2410.0,DEBIT,Expense
2025-04-09,upi/paytm-83568955@/payment from ph/yes bank limite/547910177848/axl1fcc15f 8946848bdab2f2068b641c5c7 ,-360.0,DEBIT,Expense
2025-04-09,upi/bharatpe.900678/pay to bharatpe/federal bank/937121707803/ybl330adef e410c473bb2a66381312c21e9/ ,-40.0,DEBIT,Income
2025-04-09,upi/q406479379@ybl/payment from ph/yes bank limite/297772437726/ybldaedb6 0f14a540f6820c0473811a725b/ ,-20.0,DEBIT,Expense
2025-04-09,upi/paytmqr66ood6@p/payment from ph/yes bank limite/597615962111/ybla70e70 82fa474d92949e084fd143a151 ,-16.0,DEBIT,Expense
2025-04-08,upi/upiswiggy@icici/payment from ph/icici bank ltd /945056206900/axlaef8df92ce894 305bb8240806f9b0ecc ,-181.0,DEBIT,Income
2025-04-07,upi/paytm-55602877@/payment from ph/yes bank limite/265334542683/axl0b5597 ae13a849e6a1cfffcf322442c1 ,-322.23,DEBIT,Expense
2025-04-07,upi/bharatpe.900701/pay to bharatpe/federal bank/740803202022/ybla2e3fd9 923e24d909509316f60a5fe93/ ,-100.0,DEBIT,Income
2025-04-07,upi/paytmqr5ddunm@p/payment from ph/yes bank limite/980984218405/axl1e0ce7 60f2334817934ca549672f25d7 ,-224.0,DEBIT,Expense
2025-04-07,upi/q977934693@ybl/payment from ph/yes bank limite/285025277551/yblbd68c3 434fb04f99b88a5b08cd206055/ ,-1210.0,DEBIT,Expense
2025-04-07,upi/8125917595@axl/payment from ph/state bank of i/016389848933/axld37e3e314c3 24287af8845811fe0c82a/ ,-200.0,DEBIT,Expense
2025-04-07,upi/q943189104@ybl/payment from ph/yes bank limite/330121110811/ybl704d7a e4eef2461d9253c14105992051/ ,-310.0,DEBIT,Expense
2025-04-07,upi/paytm.s1arev4@p/payment from ph/yes bank pty/367347187566/axl04797197 80f340ae98f97229d71a772b/ ,-165.0,DEBIT,Expense
2025-04-07,upi/paytmqr5bjhe0@p/payment from ph/yes bank limite/139741057582/axl53dfcae 4568244d3aab2fa110bbc195e ,-135.0,DEBIT,Expense
2025-04-07,upi/paytmqr633qy1@p/payment from ph/yes bank limite/172710902026/axl9ae8b1 ea4f644722a62c55cf9526bf71 ,-151.0,DEBIT,Expense
2025-04-07,upi/farhankhan78936/payment from ph/state bank of i/568063347592/axl5687d8d031bf 47dfbe3b0c49ff4ced84 ,-200.0,DEBIT,Expense
2025-04-07,upi/paytm-76881028@/payment from ph/yes bank limite/442254184303/axl4d70ad 4fb5024d139861a98f4ccc7479 ,-37.0,DEBIT,Expense
2025-04-07,upi/swiggyupi@axb/pay for intent/axis bank/931576484052/axb88c6e6b 04f574b5cba0e8a13c2d330dc/ ,-207.0,DEBIT,Income
2025-04-06,upi/swiggygenie@axb/pay for intent/axis bank/741914572299/axbb5d547f 78ca241c5b395be45858428b2/ ,-86.0,DEBIT,Income
2025-04-05,upi/swiggyupi@axb/pay for intent/axis bank/536737207491/axb82c76f8 b4ae84bfc93ce94c1fcf8df7f/ ,-264.0,DEBIT,Income
2025-04-05,upi/upiswiggy@icici/payment from ph/icici bank ltd /659616154439/ybl5f806fd9542b4 58e8f802185b5898d3a ,-268.0,DEBIT,Income
2025-04-05,neft- yesbn12025040504320645- zerodha broking ltd-dscnb a/c-74400df7fe296441881a- 002283000000071-yesb ,23.0,CREDIT,Income
