Date,Description,Amount,Type,Merchant_Category,Label,Predicted_Label
2024-10-19,shopping Herself despite.,12031.65,DEBIT,Shopping,Expense,
2024-09-20,fuel Floor hour may.,6796.53,Debit,Fuel,Expense,
2025-03-23,INTEREST CREDIT Foot data TV firm.,63907.1,Credit,Interest,Income,
2025-01-24,AUTO TRANSFER TO RD Loss skill easy by.,7036.28,Debit,Investment,Savings,
2024-10-13,food Start consider.,9040.61,Debit,Food,Expense,
2025-04-26,grocery Measure six raise.,5376.43,DR,Grocery,Expense,
2025-03-16,fuel TV significant.,14127.79,Debit,Fuel,Expense,
2025-06-04,rent Baby of cover space.,5613.05,DR,Rent,Expense,
2024-07-18,RTGS credit Community beat.,14749.71,Credit,RTGS,Income,
2025-04-07,SALARY Prepare bring.,5007.15,CR,Salary,Income,
2024-10-24,transfer from Else benefit music.,36263.17,CR,Transfer,Income,
2024-10-27,mutual fund redemption Over campaign PM.,76456.93,Credit,Investment,Income,
2025-04-27,paytm Away fill rise.,17234.95,DEBIT,Wallet/Recharge,Expense,
2025-04-26,ANGEL ONE Movie exist less.,3147.66,Debit,Other,Savings,
2024-09-02,SAVINGS Store foot trade.,8348.3,Debit,Savings,Savings,
2025-06-11,shopping Plant field eye she.,9834.32,DEBIT,Shopping,Expense,
2025-04-22,zomato Begin institution.,7916.79,Debit,Food Delivery,Expense,
2025-01-26,RECEIVED FROM Reality develop.,67274.59,CREDIT,Other,Income,
2024-10-02,KVP Large walk next.,2170.74,Credit,Other,Savings,
2025-02-02,tax refund Thus yourself bad.,6292.92,Credit,Refund,Income,
2025-03-24,amazon White thing onto.,6958.07,DR,Shopping,Expense,
2024-08-12,award Herself out radio.,13797.22,CR,Investment,Income,
2025-02-25,maturity proceeds Top probably top.,30691.96,CR,Savings,Income,
2024-08-06,reversal Age computer still.,51466.15,CR,Reversal,Income,
2025-06-13,shopping Sit business now.,19472.94,Debit,Shopping,Expense,
2025-05-31,electricity bill Data sometimes.,15105.44,DEBIT,Other,Expense,
2025-01-16,award Alone nice pattern.,68229.57,CR,Investment,Income,
2024-12-20,elss Billion team west.,3295.04,CR,Other,Savings,
2024-08-21,food Hard save treatment.,13703.21,DR,Food,Expense,
2025-02-14,zomato Whether step.,1202.59,DR,Food Delivery,Expense,
2024-07-06,DIGITAL GOLD Defense ball trip.,6900.76,Debit,Other,Savings,
2025-03-16,CREDITED BY Pay section.,32137.76,CR,Other,Income,
2025-02-04,rent Fly how moment.,8951.74,DR,Rent,Expense,
2025-02-23,amazon Across certainly.,14423.8,Debit,Shopping,Expense,
2024-08-23,fuel Find machine a.,17006.42,DR,Fuel,Expense,
2024-10-01,emi Radio bed book.,12698.39,DR,Loan,Expense,
2024-08-03,emi Finish same nature.,902.85,DR,Loan,Expense,
2024-10-10,fuel Within road sit.,5458.46,DR,Fuel,Expense,
2024-09-12,SBI BLUECHIP Audience sit board.,3763.74,DR,Other,Savings,
2025-02-18,amazon Life provide reach.,2903.5,DEBIT,Shopping,Expense,
2025-04-27,grocery Involve share nice.,19595.41,DR,Grocery,Expense,
2025-05-31,mutual fund redemption Time compare single.,63459.7,CREDIT,Investment,Income,
2025-03-14,RENT RECEIVED Listen citizen.,14152.73,CR,Rent,Income,
2025-01-18,mutual fund Artist everyone.,4808.37,DEBIT,Investment,Savings,
2024-12-08,arrears Among laugh why.,55733.74,CR,Salary,Income,
2025-04-17,paytm War source customer.,13056.81,DR,Wallet/Recharge,Expense,
2025-02-08,stipend Half risk instead.,70507.91,Credit,Stipend,Income,
2025-06-06,swiggy Someone vote rate.,17204.41,DEBIT,Food Delivery,Expense,
2024-11-14,employer credit Office hour purpose.,26542.7,CR,Salary,Income,
2025-05-04,gift received Bring five table.,55283.14,CREDIT,Gift,Income,
2025-01-27,credited Father television.,11186.54,Credit,Other,Income,
2025-01-23,FIXED DEPOSIT Instead discuss.,9286.4,CR,Other,Savings,
2025-07-04,rent Matter reduce.,8548.29,Debit,Rent,Expense,
2024-12-27,food Today husband head.,6823.18,DEBIT,Food,Expense,
2025-02-12,amazon New source item.,509.65,DEBIT,Shopping,Expense,
2024-07-23,ICICIDIRECT Morning might sense.,3059.46,Debit,Other,Savings,
2024-07-31,sip Decision.,6826.3,DR,Other,Savings,
2024-11-06,insurance payout Near any office.,27921.37,CR,Insurance,Income,
2025-05-16,LIC Not including.,9486.97,DEBIT,Insurance,Savings,
2025-04-25,SIP DEBIT Safe air best drive.,1626.96,Credit,Other,Savings,
2024-11-16,NPS Cut anyone box key.,6885.49,Debit,Investment,Savings,
2024-12-07,rent Order animal.,7360.6,Debit,Rent,Expense,
2024-09-11,grocery Total management.,4096.67,DR,Grocery,Expense,
2025-04-25,payment from Black Mrs of.,12286.13,Credit,Other,Income,
2025-02-07,swiggy Respond think.,1436.66,DR,Food Delivery,Expense,
2025-02-07,FD MATURITY Subject thousand.,7245.8,DR,Investment,Savings,
2025-06-11,grocery Fall turn sing card.,15959.6,DEBIT,Grocery,Expense,
2025-03-29,STOCKS Story lead left.,1492.76,Debit,Other,Savings,
2024-11-06,paytm Walk seven debate.,4759.55,DEBIT,Wallet/Recharge,Expense,
2024-07-09,insurance payout Often trade most.,37333.22,CR,Insurance,Income,
2024-11-09,emi Follow guess.,840.07,Debit,Loan,Expense,
2025-03-19,SALARY Would fight add.,18879.15,CREDIT,Salary,Income,
2025-01-29,amazon Investment set.,2929.31,DR,Shopping,Expense,
2025-06-30,grocery Body answer.,795.93,DR,Grocery,Expense,
2025-01-15,RECEIVED FROM International level.,61025.76,Credit,Other,Income,
2024-09-14,expense claim Eye next cover.,40102.27,CR,Reimbursement,Income,
2024-10-31,shopping Page no indeed.,11173.52,DR,Shopping,Expense,
2024-10-23,zomato Foot head.,10884.94,Debit,Food Delivery,Expense,
2024-08-29,CREDIT Simple expert.,6287.8,CR,Other,Income,
2024-11-16,insurance payout Mr yes military.,62468.89,Credit,Insurance,Income,
2024-08-15,FD interest Look first blood.,31747.77,Credit,Interest,Income,
2025-06-21,HDFC LIFE Government indicate.,9306.14,DEBIT,Other,Savings,
2024-10-05,swiggy Ball history.,15913.21,DR,Food Delivery,Expense,
2024-12-20,emi If season soldier.,7209.06,DR,Loan,Expense,
2025-05-18,swiggy Within father stock.,14291.97,Debit,Food Delivery,Expense,
2024-12-04,grocery Rule practice part.,8722.05,DEBIT,Grocery,Expense,
2025-05-28,SHAREKHAN Fill team system.,9616.31,DEBIT,Other,Savings,
2025-05-18,FRANKLIN TEMPLETON Garden idea out one.,5883.49,DR,Other,Savings,
2024-11-30,emi Throughout his.,11532.39,Debit,Loan,Expense,
2025-06-07,settlement Wonder animal take.,74717.66,CR,Settlement,Income,
2024-11-25,reversal Black name country.,31579.82,CREDIT,Reversal,Income,
2024-09-30,electricity bill Wind remain.,580.21,DEBIT,Other,Expense,
2025-02-04,SAVINGS ACCOUNT Heavy social.,9619.68,DEBIT,Savings,Savings,
2024-12-06,dividend Network benefit.,8387.25,CR,Investment,Income,
2024-07-16,INVESTMENT TRANSFER Hospital fine money.,1302.02,DR,Transfer,Savings,
2024-11-17,dividend credit Leave finally.,13499.36,CR,Investment,Income,
2024-11-20,fuel Senior project.,18985.22,DR,Fuel,Expense,
2025-05-26,swiggy Dinner single state.,7364.37,DEBIT,Food Delivery,Expense,
2024-07-17,ACH/NEFT from Rule person race.,37664.36,CREDIT,Other,Income,
2024-08-11,fuel Bank student rate.,2416.48,DR,Fuel,Expense,
2025-01-27,electricity bill Threat owner occur.,11158.82,Debit,Other,Expense,
2024-12-27,HDFC LIFE Attack dark long.,5843.75,CR,Other,Savings,
2025-01-30,cashback Community us.,34247.49,CR,Cashback,Income,
2025-04-12,expense claim Again artist boy.,8731.82,CR,Reimbursement,Income,
2024-11-29,grocery Child strategy.,18049.86,DEBIT,Grocery,Expense,
2025-02-14,zomato Note who join leave.,9486.64,Debit,Food Delivery,Expense,
2025-01-04,payment from Child become watch.,63543.43,CR,Other,Income,
2024-08-29,food PM imagine.,11942.73,DR,Food,Expense,
2024-11-20,profit share Capital everyone.,50209.5,Credit,Investment,Income,
2024-08-22,food Production enter.,11765.33,Debit,Food,Expense,
2024-08-21,cash deposit Chair know here.,6675.67,CR,Deposit,Income,
2025-02-28,shopping Radio thousand rest.,972.5,Debit,Shopping,Expense,
2025-04-03,KVP Wall line would.,6463.64,DR,Other,Savings,
2024-10-18,RELIANCE MF Project change.,6077.56,Credit,Other,Savings,
2024-11-25,shopping Walk after above.,7587.26,DR,Shopping,Expense,
2024-09-19,swiggy Edge stock address.,13966.2,Debit,Food Delivery,Expense,
2024-11-25,amazon Less whole various.,6122.21,Debit,Shopping,Expense,
2024-11-15,SAVINGS ACCOUNT Prepare choose.,3611.34,DR,Savings,Savings,
2024-12-14,zomato Fact interview.,16340.96,Debit,Food Delivery,Expense,
2025-05-14,swiggy Trouble senior.,4561.55,Debit,Food Delivery,Expense,
2025-05-12,EQUITY Law station.,8494.47,DEBIT,Other,Savings,
2024-11-07,paytm Audience and author.,1313.97,DR,Wallet/Recharge,Expense,
2024-11-05,TERM DEPOSIT Mission mean moment.,9619.28,Credit,Other,Savings,
2025-03-16,INVESTMENT TRANSFER Turn rich girl firm.,1922.35,Credit,Transfer,Savings,
2024-12-13,FD INTEREST CREDIT Yeah him alone.,4149.91,CREDIT,Interest,Savings,
2025-07-04,RELIANCE MF Home move under.,1725.46,DEBIT,Other,Savings,
2024-10-02,dividend payout Shake successful.,24040.25,CR,Investment,Income,
2025-01-19,rent Garden bring artist.,3030.69,DEBIT,Rent,Expense,
2024-12-29,DEBIT FOR INVESTMENT Financial partner.,1671.82,DR,Other,Savings,
2025-01-23,grocery Billion attention.,5977.71,Debit,Grocery,Expense,
2025-06-11,swiggy Summer hard born.,2053.15,DEBIT,Food Delivery,Expense,
2024-08-25,zomato Policy ok than.,922.97,DEBIT,Food Delivery,Expense,
2025-01-26,expense claim Response behavior.,14798.08,Credit,Reimbursement,Income,
2024-12-16,SGB INVESTMENT Film life game.,6021.98,CREDIT,Other,Savings,
2024-09-14,PUBLIC PROVIDENT FUND Film local memory.,8121.45,Credit,Insurance,Savings,
2025-01-09,food Keep seven.,9831.15,Debit,Food,Expense,
2024-11-13,salary from Think third.,57769.45,CREDIT,Salary,Income,
2025-02-20,amazon Decide live brother.,9280.41,Debit,Shopping,Expense,
2025-04-26,amazon Eye the arm.,2912.44,DR,Shopping,Expense,
2025-07-04,zomato Network kind suffer.,17075.82,Debit,Food Delivery,Expense,
2025-06-08,expense claim Up itself record.,52920.74,CREDIT,Reimbursement,Income,
2025-05-06,loan credit Turn thousand.,75672.87,CREDIT,Loan,Income,
2025-06-12,KVP Ask never yeah.,1422.08,CR,Other,Savings,
2024-09-27,sale proceeds Cultural argue home.,21287.87,Credit,Sale,Income,
2025-04-03,loan credit Well leader.,14755.73,CREDIT,Loan,Income,
2024-12-24,food Tax bad car check.,4220.37,Debit,Food,Expense,
2025-02-28,fuel Energy effect best.,18712.22,DEBIT,Fuel,Expense,
2025-04-04,cashback Some activity well.,62433.57,CR,Cashback,Income,
2024-09-22,electricity bill Compare thing money.,11393.5,Debit,Other,Expense,
2024-07-15,amazon Former air race.,6934.37,Debit,Shopping,Expense,
2024-09-14,RD Whose finish fall.,7963.14,Debit,Investment,Savings,
2025-06-02,grocery Do improve politics.,19905.29,DEBIT,Grocery,Expense,
2025-06-27,amazon Sell debate only.,1479.38,DR,Shopping,Expense,
2025-04-29,rent Family glass about.,11172.82,DR,Rent,Expense,
2024-10-22,advance credit Shake gun how state.,68303.46,CREDIT,Advance,Income,
2024-12-12,paytm Radio here state.,544.12,DEBIT,Wallet/Recharge,Expense,
2024-11-18,salary Last it stage so.,32565.15,Credit,Salary,Income,
2025-05-18,rent Move parent sit.,15117.33,DR,Rent,Expense,
2025-05-21,DIVIDEND RECEIVED Space since.,23456.7,CREDIT,Investment,Income,
2025-04-30,paytm Ten though people.,16096.95,DR,Wallet/Recharge,Expense,
2024-11-12,food Purpose manager.,10496.15,DEBIT,Food,Expense,
2025-04-06,RECEIVED FROM Pull bank suggest.,78786.64,CREDIT,Other,Income,
2024-10-13,emi Court effort.,10526.05,Debit,Loan,Expense,
2024-07-20,LIC Resource see.,2374.11,DEBIT,Insurance,Savings,
2025-04-23,salary credit Church life.,51389.57,Credit,Salary,Income,
2024-10-29,stipend Person light guess.,51495.02,Credit,Stipend,Income,
2024-08-30,FD DEPOSIT Turn national short.,1460.54,Debit,Investment,Savings,
2024-09-22,swiggy Foot affect.,4809.55,Debit,Food Delivery,Expense,
2025-01-02,NATIONAL PENSION SYSTEM Security indicate.,7379.13,Credit,Pension,Savings,
2025-01-30,TRADING ACCOUNT Travel for event.,2508.6,Credit,Other,Savings,
2025-03-20,swiggy Between soldier.,1951.7,DR,Food Delivery,Expense,
2025-03-09,cashback Energy respond on.,5549.56,CREDIT,Cashback,Income,
2024-09-08,SGB INVESTMENT Answer base main.,3446.37,Debit,Other,Savings,
2025-03-19,SBI BLUECHIP Force food computer.,2510.47,CR,Other,Savings,
2024-08-23,amazon Off management.,11306.76,DR,Shopping,Expense,
2024-12-16,rent He rich capital.,9100.35,Debit,Rent,Expense,
2025-06-10,grocery Money clearly off.,7115.82,DEBIT,Grocery,Expense,
2025-04-07,NATIONAL PENSION SYSTEM Marriage prove.,8971.33,CREDIT,Pension,Savings,
2024-09-18,amazon Ahead nice partner.,699.87,DR,Shopping,Expense,
2025-01-02,paytm Join me interesting.,17632.32,DR,Wallet/Recharge,Expense,
2025-02-23,online transfer Fire only maybe arm.,28685.53,Credit,Transfer,Income,
2024-12-29,settlement Watch understand.,28078.66,CR,Settlement,Income,
2025-01-11,rent Ability finally.,9262.35,DEBIT,Rent,Expense,
2024-07-31,incentive School of cut.,51396.54,CR,Other,Income,
2025-06-03,nps Life manager reduce.,892.86,Credit,Investment,Savings,
2024-12-16,fuel Fear rise worry.,15766.62,DEBIT,Fuel,Expense,
2025-02-06,RD DEPOSIT Director together.,8983.02,DR,Investment,Savings,
2024-07-21,insurance claim His marriage your.,53223.12,CR,Insurance,Income,
2024-09-08,shopping That alone eight.,5783.23,Debit,Shopping,Expense,
2025-06-18,SUKANYA SAMRIDDHI Around full.,4587.86,Debit,Other,Savings,
2025-05-16,electricity bill Boy finish set.,14996.53,Debit,Other,Expense,
2024-09-14,NPS Study to room plan.,7923.51,CR,Investment,Savings,
2024-07-13,ACH/NEFT credit Purpose child save.,62787.48,Credit,Other,Income,
2025-01-05,electricity bill President reveal.,7729.83,Debit,Other,Expense,
2025-05-20,swiggy Music rock writer.,19006.43,DEBIT,Food Delivery,Expense,
2025-05-03,amazon Certainly age.,10619.27,DEBIT,Shopping,Expense,
2024-12-02,ICICIDIRECT Claim between shake.,9282.98,CREDIT,Other,Savings,
2025-06-21,zomato Community list.,11392.52,DEBIT,Food Delivery,Expense,
2025-04-16,RD INSTALLMENT Throughout bar.,2926.75,DR,Investment,Savings,
2024-08-03,shopping Political notice.,9141.66,DEBIT,Shopping,Expense,
2025-05-11,credited Hard animal keep.,65630.65,CR,Other,Income,
2025-01-01,SOVEREIGN GOLD BOND Happen building bag.,9663.12,CREDIT,Other,Savings,
2024-07-21,grocery Seven smile pretty.,7437.93,Debit,Grocery,Expense,
2025-03-05,amazon Since them little.,11995.2,DEBIT,Shopping,Expense,
2025-03-14,paytm Pressure individual.,17833.05,Debit,Wallet/Recharge,Expense,
2024-10-17,PREMIUM PAID Account him during.,4278.73,Debit,Loan,Savings,
2024-10-07,INVESTMENT Under decade today.,5586.71,DEBIT,Other,Savings,
2025-01-04,LIC Allow safe employee.,2325.62,CREDIT,Insurance,Savings,
2024-12-13,emi Recognize character.,1198.89,DEBIT,Loan,Expense,
2025-03-17,electricity bill Maybe election.,5035.75,DEBIT,Other,Expense,
2024-10-26,CREDIT Act build her food.,14622.4,CREDIT,Other,Income,
2024-07-09,food Need computer end.,12478.77,Debit,Food,Expense,
2025-05-20,salary deposit Hold always board.,62696.83,CREDIT,Salary,Income,
2025-06-07,shopping North media run.,7593.05,Debit,Shopping,Expense,
2025-05-09,REFUND Tonight agency get.,69003.83,CREDIT,Refund,Income,
2025-01-26,TRANSFER FROM Lawyer director.,62662.19,Credit,Transfer,Income,
2024-10-25,FIXED DEPOSIT Member fact black.,9695.0,Credit,Other,Savings,
2024-10-12,SAVINGS Nature little other.,3956.46,CR,Savings,Savings,
2025-06-02,zomato Person law set.,1657.38,Debit,Food Delivery,Expense,
2024-10-11,DIVIDEND RECEIVED Point reach amount.,72642.69,CREDIT,Investment,Income,
2024-07-18,RD INSTALLMENT Paper present worry.,5344.11,CREDIT,Investment,Savings,
2024-11-29,food If line trip here.,1312.23,Debit,Food,Expense,
2024-08-25,fuel Public occur goal.,2524.5,DEBIT,Fuel,Expense,
2025-02-16,FD INTEREST CREDIT Onto animal.,7302.92,Debit,Interest,Savings,
2025-04-16,shopping Lot difficult much.,12247.26,DEBIT,Shopping,Expense,
2025-05-24,amazon Produce ever movie.,11602.93,DR,Shopping,Expense,
2024-07-27,fuel Tree painting they.,9965.83,DEBIT,Fuel,Expense,
2025-05-05,amazon Support long tough.,11214.19,Debit,Shopping,Expense,
2024-11-27,swiggy For major with.,479.97,Debit,Food Delivery,Expense,
2025-03-10,DEBIT FOR INVESTMENT Institution eight.,1560.98,CR,Other,Savings,
2024-09-20,zomato Economy option.,18446.76,Debit,Food Delivery,Expense,
2025-02-10,paytm Hour carry teach.,13027.48,DEBIT,Wallet/Recharge,Expense,
2025-02-27,SALARY DEPOSIT Though head song.,11666.98,CREDIT,Salary,Income,
2025-04-16,rent To agent against.,7068.25,DEBIT,Rent,Expense,
2025-01-15,electricity bill Likely dog about.,6276.9,DEBIT,Other,Expense,
2025-02-07,rent received Get bank law staff.,51757.02,CREDIT,Rent,Income,
2025-04-26,amazon Executive network.,16232.3,DR,Shopping,Expense,
2025-04-02,electricity bill Those range edge.,1773.31,DR,Other,Expense,
2024-10-29,salary deposit Accept red property.,62090.53,CR,Salary,Income,
2025-05-19,zomato If leg prove return.,6181.63,DEBIT,Food Delivery,Expense,
2024-08-24,paytm Letter enough just.,10517.55,DR,Wallet/Recharge,Expense,
2024-08-21,gift received Well station speak.,54250.04,Credit,Gift,Income,
2024-10-21,ICICI PRU LIFE Gas civil beautiful.,6502.74,Debit,Other,Savings,
2025-06-22,shopping Foreign couple.,4861.29,DEBIT,Shopping,Expense,
2024-12-01,AUTO TRANSFER TO RD Deep second blue.,7713.33,DEBIT,Investment,Savings,
2025-02-02,amazon Institution open.,10053.85,DR,Shopping,Expense,
2024-12-28,rent Hair group grow.,1633.87,Debit,Rent,Expense,
2024-12-15,ICICI PRU MF Kind upon so raise.,9984.61,Debit,Other,Savings,
2024-10-27,paytm Democratic cut.,9153.89,Debit,Wallet/Recharge,Expense,
2025-05-21,grocery Good focus prevent.,6508.45,DEBIT,Grocery,Expense,
2025-06-19,food Article outside.,9120.89,DR,Food,Expense,
2024-12-31,food Music art laugh.,6115.02,Debit,Food,Expense,
2024-07-04,SALARY Federal room sister.,42300.57,Credit,Salary,Income,
2025-05-15,zomato Far clearly exist.,13626.47,DEBIT,Food Delivery,Expense,
2024-10-18,emi Positive education.,16677.76,DR,Loan,Expense,
2024-07-09,commission Treatment tell.,5748.33,CR,Commission,Income,
2025-05-01,emi History admit.,5356.67,DEBIT,Loan,Expense,
2025-07-01,INVESTMENT TRANSFER Nature participant.,8779.92,Debit,Transfer,Savings,
2025-04-04,salary credit Seven whose create.,74418.45,Credit,Salary,Income,
2025-05-03,employer credit Education play.,18799.59,CREDIT,Salary,Income,
2024-07-23,swiggy Blood least level.,15719.69,Debit,Food Delivery,Expense,
2024-08-02,gift received Tell money catch.,29945.44,Credit,Gift,Income,
2024-10-17,zomato Industry smile.,18406.46,DR,Food Delivery,Expense,
2025-03-17,incentive Fine public west.,8498.82,CREDIT,Other,Income,
2024-12-19,zomato Pull able forget.,15552.09,Debit,Food Delivery,Expense,
2025-03-16,zomato Fill firm history.,17384.44,DEBIT,Food Delivery,Expense,
2024-08-04,fuel Call focus event.,2841.95,DR,Fuel,Expense,
2024-12-16,mutual fund redemption Hard news start.,61512.16,CR,Investment,Income,
2024-12-15,swiggy Campaign film ready.,10301.79,DR,Food Delivery,Expense,
2024-09-01,ACH/NEFT credit Court sport letter.,44257.71,CREDIT,Other,Income,
2025-03-12,amazon Manager energy ten.,18246.62,DEBIT,Shopping,Expense,
2025-04-05,fuel PM student same it.,11712.22,Debit,Fuel,Expense,
2025-02-03,food Institution feel.,9116.2,Debit,Food,Expense,
2025-03-27,commission Reason knowledge.,29384.68,CR,Commission,Income,
2024-07-16,fuel Song skin until.,17988.05,Debit,Fuel,Expense,
2025-06-23,incentive Pattern church.,65998.22,CREDIT,Other,Income,
2025-04-10,salary Would debate behind.,69213.99,CR,Salary,Income,
